Gene,Importance,symbol,name
ENSG00000123500,0.0476661578622265,COL10A1,collagen type X alpha 1 chain
ENSG00000099953,0.0327173292593395,MMP11,matrix metallopeptidase 11
ENSG00000078596,0.0287428702303229,ITM2A,integral membrane protein 2A
ENSG00000109846,0.0263263666932063,CRYAB,crystallin alpha B
ENSG00000175063,0.0217030774985195,UBE2C,ubiquitin conjugating enzyme E2 C
ENSG00000148180,0.0216796170828617,GSN,gelsolin
ENSG00000105974,0.0199232466910204,CAV1,caveolin 1
ENSG00000240583,0.0190554901606923,AQP1,aquaporin 1 (Colton blood group)
ENSG00000123975,0.0186234282677722,CKS2,CDC28 protein kinase regulatory subunit 2
ENSG00000029559,0.0179711925647676,IBSP,integrin binding sialoprotein
ENSG00000143761,0.0175385559717451,ARF1,ARF GTPase 1
ENSG00000079308,0.0169677032348941,TNS1,tensin 1
ENSG00000147257,0.016576519432187,GPC3,glypican 3
ENSG00000164032,0.0162383284876128,H2AZ1,H2A.Z variant histone 1
ENSG00000022267,0.0158882948868243,FHL1,four and a half LIM domains 1
ENSG00000034971,0.0155283778542668,MYOC,myocilin
ENSG00000167779,0.0152305388197245,IGFBP6,insulin like growth factor binding protein 6
ENSG00000177469,0.0148026447128493,CAVIN1,caveolae associated protein 1
ENSG00000196616,0.0134971878954376,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
ENSG00000169241,0.0126916205617728,SLC50A1,solute carrier family 50 member 1
ENSG00000167900,0.0124807073776033,TK1,thymidine kinase 1
ENSG00000164879,0.0123536833419747,CA3,carbonic anhydrase 3
ENSG00000135218,0.0118292542491184,CD36,CD36 molecule (CD36 blood group)
ENSG00000121691,0.0116064050314217,CAT,catalase
ENSG00000068976,0.0114108192937326,PYGM,"glycogen phosphorylase, muscle associated"
ENSG00000196976,0.0111277791332087,LAGE3,L antigen family member 3
ENSG00000182253,0.0107285124973266,SYNM,synemin
ENSG00000198848,0.0104640709928563,CES1,carboxylesterase 1
ENSG00000060718,0.009457839343463,COL11A1,collagen type XI alpha 1 chain
ENSG00000079435,0.0093143902350316,LIPE,"lipase E, hormone sensitive type"
ENSG00000131747,0.0089044642086175,TOP2A,DNA topoisomerase II alpha
ENSG00000146648,0.0087654551512854,EGFR,epidermal growth factor receptor
ENSG00000130176,0.0085034385828364,CNN1,calponin 1
ENSG00000105664,0.008291726406135,COMP,cartilage oligomeric matrix protein
ENSG00000004799,0.0082613863682392,PDK4,pyruvate dehydrogenase kinase 4
ENSG00000131471,0.0081905683810639,AOC3,amine oxidase copper containing 3
ENSG00000189159,0.008083454444349,JPT1,Jupiter microtubule associated homolog 1
ENSG00000163382,0.0078509501343625,NAXE,NAD(P)HX epimerase
ENSG00000167588,0.0078206821131771,GPD1,glycerol-3-phosphate dehydrogenase 1
ENSG00000175445,0.007773061327128,LPL,lipoprotein lipase
ENSG00000101938,0.0077494939716285,CHRDL1,chordin like 1
ENSG00000182492,0.0076770507064455,BGN,biglycan
ENSG00000119927,0.0076491030927136,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial"
ENSG00000172061,0.0071389364059821,LRRC15,leucine rich repeat containing 15
ENSG00000265972,0.0071140798014861,TXNIP,thioredoxin interacting protein
ENSG00000213088,0.0069559788330414,ACKR1,atypical chemokine receptor 1 (Duffy blood group)
ENSG00000174697,0.006881170395393,LEP,leptin
ENSG00000138207,0.0066072508485364,RBP4,retinol binding protein 4
ENSG00000137745,0.0065017838741697,MMP13,matrix metallopeptidase 13
ENSG00000143321,0.0064682562384328,HDGF,heparin binding growth factor
ENSG00000135046,0.0064526085889358,ANXA1,annexin A1
ENSG00000184811,0.0060723684251838,TRARG1,trafficking regulator of GLUT4 (SLC2A4) 1 (gene/pseudogene)
ENSG00000181789,0.0059057475959855,COPG1,coat protein complex I subunit gamma 1
ENSG00000056998,0.0055740898470967,GYG2,glycogenin 2
ENSG00000180914,0.0054959946083904,OXTR,oxytocin receptor
ENSG00000115414,0.0053804577796223,FN1,fibronectin 1
ENSG00000164919,0.0052577535388162,COX6C,cytochrome c oxidase subunit 6C
ENSG00000173432,0.0052310970636345,SAA1,serum amyloid A1
ENSG00000104332,0.0050706476522869,SFRP1,secreted frizzled related protein 1
ENSG00000116586,0.0049232684044872,LAMTOR2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
ENSG00000106809,0.0046519505570973,OGN,osteoglycin
ENSG00000170323,0.0045275128236392,FABP4,fatty acid binding protein 4
ENSG00000123689,0.0042729513465507,G0S2,G0/G1 switch 2
ENSG00000152583,0.0041800794019435,SPARCL1,SPARC like 1
ENSG00000115380,0.0041467103002214,EFEMP1,EGF-like fibulin extracellular matrix protein 1
ENSG00000101057,0.0041266984777954,MYBL2,MYB proto-oncogene like 2
ENSG00000168159,0.0040783107167793,RNF187,ring finger protein 187
ENSG00000170369,0.0040471788713433,CST2,cystatin SA
ENSG00000125740,0.0039912633311049,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit"
ENSG00000166482,0.0039832866916284,MFAP4,microfibril associated protein 4
ENSG00000175899,0.0039304239678608,A2M,alpha-2-macroglobulin
ENSG00000164932,0.003921965926859,CTHRC1,collagen triple helix repeat containing 1
ENSG00000166819,0.0036882939822684,PLIN1,perilipin 1
ENSG00000187288,0.0036734081525591,CIDEC,cell death inducing DFFA like effector c
ENSG00000120738,0.0036653582137645,EGR1,early growth response 1
ENSG00000189058,0.0035584659773894,APOD,apolipoprotein D
ENSG00000159346,0.0034153718102806,ADIPOR1,adiponectin receptor 1
ENSG00000143612,0.0033041543874933,LTAP1,lipid transport auxiliary protein 1
ENSG00000120129,0.0032083760923972,DUSP1,dual specificity phosphatase 1
ENSG00000165474,0.003189569241927,GJB2,gap junction protein beta 2
ENSG00000143420,0.0027703011405771,ENSA,endosulfine alpha
ENSG00000244734,0.0027641878371854,HBB,hemoglobin subunit beta
ENSG00000163017,0.0025980046379064,ACTG2,"actin gamma 2, smooth muscle"
ENSG00000157150,0.0025822857296214,TIMP4,TIMP metallopeptidase inhibitor 4
ENSG00000134531,0.0024503329327947,EMP1,epithelial membrane protein 1
ENSG00000116016,0.0024472998264971,EPAS1,endothelial PAS domain protein 1
ENSG00000072506,0.00236473476868,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
ENSG00000187608,0.0023532644435392,ISG15,ISG15 ubiquitin like modifier
ENSG00000107562,0.0021865314510411,CXCL12,C-X-C motif chemokine ligand 12
ENSG00000136859,0.0020228150649256,ANGPTL2,angiopoietin like 2
ENSG00000006210,0.0019640418909184,CX3CL1,C-X3-C motif chemokine ligand 1
ENSG00000167676,0.0019352668719469,PLIN4,perilipin 4
ENSG00000196611,0.001891512455151,MMP1,matrix metallopeptidase 1
ENSG00000173457,0.0018819638278001,PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B
ENSG00000173267,0.0018608533174188,SNCG,synuclein gamma
ENSG00000170373,0.0018029282676637,CST1,cystatin SN
ENSG00000108821,0.0017424237550666,COL1A1,collagen type I alpha 1 chain
ENSG00000108639,0.0016955182840334,SYNGR2,synaptogyrin 2
ENSG00000101335,0.001652601371988,MYL9,myosin light chain 9
ENSG00000131981,0.0015775512203732,LGALS3,galectin 3
ENSG00000069535,0.0015727979142465,MAOB,monoamine oxidase B
ENSG00000185559,0.0015201599351512,DLK1,delta like non-canonical Notch ligand 1
ENSG00000071553,0.0014736136880404,ATP6AP1,ATPase H+ transporting accessory protein 1
ENSG00000157404,0.0014627594814122,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
ENSG00000211445,0.0014471490240158,GPX3,glutathione peroxidase 3
ENSG00000163902,0.0014249905871009,RPN1,ribophorin I
ENSG00000114200,0.0013992229674131,BCHE,butyrylcholinesterase
ENSG00000144891,0.0013516170128583,AGTR1,angiotensin II receptor type 1
ENSG00000161281,0.0013454754694441,COX7A1,cytochrome c oxidase subunit 7A1
ENSG00000185499,0.0013024584236904,MUC1,"mucin 1, cell surface associated"
ENSG00000117362,0.0012634112345719,APH1A,aph-1A gamma-secretase subunit
ENSG00000132646,0.0012548299032175,PCNA,proliferating cell nuclear antigen
ENSG00000277791,0.0012112659528106,PSMB3,proteasome 20S subunit beta 3
ENSG00000159176,0.0011294475202725,CSRP1,cysteine and glycine rich protein 1
ENSG00000132432,0.0011215190201903,SEC61G,SEC61 translocon subunit gamma
ENSG00000132688,0.0011165166713323,NES,nestin
ENSG00000104549,0.0011140791057522,SQLE,squalene epoxidase
ENSG00000110799,0.0011091611815397,VWF,von Willebrand factor
ENSG00000197766,0.0011032030892539,CFD,complement factor D
ENSG00000026025,0.0010944682740618,VIM,vimentin
ENSG00000197903,0.0010648140675009,H2BC12,H2B clustered histone 12
ENSG00000137558,0.0010166797821114,PI15,peptidase inhibitor 15
ENSG00000123989,0.0010154570807638,CHPF,chondroitin polymerizing factor
ENSG00000162896,0.0009983027154468,PIGR,polymeric immunoglobulin receptor
ENSG00000170345,0.0009965610270206,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit"
ENSG00000122218,0.0009786445663891,COPA,coat protein complex I subunit alpha
ENSG00000204385,0.0009664863353064,SLC44A4,solute carrier family 44 member 4
ENSG00000107796,0.0009081449160268,ACTA2,"actin alpha 2, smooth muscle"
ENSG00000255974,0.0008900682563617,CYP2A6,cytochrome P450 family 2 subfamily A member 6
ENSG00000174748,0.0008770891276514,RPL15,ribosomal protein L15
ENSG00000143368,0.0008745882872628,SF3B4,splicing factor 3b subunit 4
ENSG00000162889,0.0008674994623776,MAPKAPK2,MAPK activated protein kinase 2
ENSG00000181788,0.0008588318001567,SIAH2,siah E3 ubiquitin protein ligase 2
ENSG00000168461,0.000856979539051,RAB31,"RAB31, member RAS oncogene family"
ENSG00000204262,0.0008543426007195,COL5A2,collagen type V alpha 2 chain
ENSG00000163993,0.0008527021769374,S100P,S100 calcium binding protein P
ENSG00000076554,0.0008494664482163,TPD52,tumor protein D52
ENSG00000186081,0.0008216228091763,KRT5,keratin 5
ENSG00000111799,0.0008100151682322,COL12A1,collagen type XII alpha 1 chain
ENSG00000135222,0.0008099504435435,CSN2,casein beta
ENSG00000129514,0.0007900746179919,FOXA1,forkhead box A1
ENSG00000074071,0.0007856717737849,MRPS34,mitochondrial ribosomal protein S34
ENSG00000185043,0.0007498878954171,CIB1,calcium and integrin binding 1
ENSG00000159377,0.0007410447409215,PSMB4,proteasome 20S subunit beta 4
ENSG00000149591,0.0007331735851441,TAGLN,transgelin
ENSG00000137573,0.0007330850367835,SULF1,sulfatase 1
ENSG00000196230,0.0007165044712775,TUBB,tubulin beta class I
ENSG00000142871,0.0007005642100819,CCN1,cellular communication network factor 1
ENSG00000143256,0.0006873503110452,PFDN2,prefoldin subunit 2
ENSG00000102024,0.0006778345604621,PLS3,plastin 3
ENSG00000143621,0.0006704044801687,ILF2,interleukin enhancer binding factor 2
ENSG00000198258,0.0006494802330366,UBL5,ubiquitin like 5
ENSG00000101441,0.0006411322534038,CST4,cystatin S
ENSG00000042753,0.0006349406612919,AP2S1,adaptor related protein complex 2 subunit sigma 1
ENSG00000145423,0.0006348796852923,SFRP2,secreted frizzled related protein 2
ENSG00000129354,0.0006275475100799,AP1M2,adaptor related protein complex 1 subunit mu 2
ENSG00000108344,0.0006124224613094,PSMD3,"proteasome 26S subunit, non-ATPase 3"
ENSG00000156508,0.0006070702676525,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
ENSG00000117450,0.000606493425641,PRDX1,peroxiredoxin 1
ENSG00000130635,0.000578732779777,COL5A1,collagen type V alpha 1 chain
ENSG00000172757,0.000578611686489,CFL1,cofilin 1
ENSG00000170540,0.0005771809859216,ARL6IP1,ARL6 interacting reticulophagy regulator 1
ENSG00000188536,0.0005694315034068,HBA2,hemoglobin subunit alpha 2
ENSG00000157227,0.0005688264196832,MMP14,matrix metallopeptidase 14
ENSG00000176532,0.0005671376406788,PRR15,proline rich 15
ENSG00000143418,0.0005662121500759,CERS2,ceramide synthase 2
ENSG00000128524,0.0005625534104573,ATP6V1F,ATPase H+ transporting V1 subunit F
ENSG00000171867,0.0005420725726757,PRNP,prion protein (Kanno blood group)
ENSG00000196878,0.0005419703077961,LAMB3,laminin subunit beta 3
ENSG00000106624,0.0005354285594679,AEBP1,AE binding protein 1
ENSG00000024422,0.000534832601717,EHD2,EH domain containing 2
ENSG00000105438,0.0005277014433411,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1
ENSG00000181092,0.0005267579997227,ADIPOQ,"adiponectin, C1Q and collagen domain containing"
ENSG00000115884,0.000525058605774,SDC1,syndecan 1
ENSG00000130595,0.0005178670483999,TNNT3,"troponin T3, fast skeletal type"
ENSG00000168743,0.0005148839895601,NPNT,nephronectin
ENSG00000151726,0.0005060804818178,ACSL1,acyl-CoA synthetase long chain family member 1
ENSG00000156076,0.0005017679014742,WIF1,Wnt inhibitory factor 1
ENSG00000118640,0.0005006923915599,VAMP8,vesicle associated membrane protein 8
ENSG00000140545,0.0004958195850958,MFGE8,milk fat globule EGF and factor V/VIII domain containing
ENSG00000162745,0.0004914283400254,OLFML2B,olfactomedin like 2B
ENSG00000126545,0.0004881433530765,CSN1S1,casein alpha s1
ENSG00000179218,0.0004852453668936,CALR,calreticulin
ENSG00000074410,0.0004841749964496,CA12,carbonic anhydrase 12
ENSG00000180992,0.0004830098894547,MRPL14,mitochondrial ribosomal protein L14
ENSG00000105894,0.0004805480244445,PTN,pleiotrophin
ENSG00000141750,0.0004752794196821,STAC2,SH3 and cysteine rich domain 2
ENSG00000163191,0.0004685432695904,S100A11,S100 calcium binding protein A11
ENSG00000149131,0.0004677380999625,SERPING1,serpin family G member 1
ENSG00000177606,0.0004658519552335,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit"
ENSG00000141756,0.000464813734877,FKBP10,FKBP prolyl isomerase 10
ENSG00000196562,0.0004609597019348,SULF2,sulfatase 2
ENSG00000155660,0.0004582180411677,PDIA4,protein disulfide isomerase family A member 4
ENSG00000133110,0.0004560587118213,POSTN,periostin
ENSG00000131771,0.0004428142784968,PPP1R1B,protein phosphatase 1 regulatory inhibitor subunit 1B
ENSG00000112335,0.0004327353240475,SNX3,sorting nexin 3
ENSG00000173812,0.0004325079857096,EIF1,eukaryotic translation initiation factor 1
ENSG00000128422,0.0004319057711625,KRT17,keratin 17
ENSG00000145824,0.000428128213233,CXCL14,C-X-C motif chemokine ligand 14
ENSG00000106537,0.0004267297487992,TSPAN13,tetraspanin 13
ENSG00000102144,0.0004248202769153,PGK1,phosphoglycerate kinase 1
ENSG00000038427,0.000419559315733,VCAN,versican
ENSG00000179918,0.0004141081454989,SEPHS2,selenophosphate synthetase 2
ENSG00000196683,0.0004032765097121,TOMM7,translocase of outer mitochondrial membrane 7
ENSG00000171428,0.0004026460166399,NAT1,N-acetyltransferase 1
ENSG00000147123,0.0003957888408418,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11
ENSG00000206053,0.0003943002398239,JPT2,Jupiter microtubule associated homolog 2
ENSG00000168374,0.0003930210061666,ARF4,ARF GTPase 4
ENSG00000125835,0.0003929262831249,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1
ENSG00000112473,0.0003923294955156,SLC39A7,solute carrier family 39 member 7
ENSG00000106819,0.0003903301129314,ASPN,asporin
ENSG00000143222,0.0003874789207843,UFC1,ubiquitin-fold modifier conjugating enzyme 1
ENSG00000136240,0.0003855218374285,KDELR2,KDEL endoplasmic reticulum protein retention receptor 2
ENSG00000174807,0.0003798356833895,CD248,CD248 molecule
ENSG00000116741,0.000376255431794,RGS2,regulator of G protein signaling 2
ENSG00000117632,0.0003715976704014,STMN1,stathmin 1
ENSG00000118181,0.0003613141343342,RPS25,ribosomal protein S25
ENSG00000143196,0.0003518811710776,DPT,dermatopontin
ENSG00000186847,0.000334635812849,KRT14,keratin 14
ENSG00000256393,0.0003343184178711,RPL41P5,ribosomal protein L41 pseudogene 5
ENSG00000164104,0.0003325009239103,HMGB2,high mobility group box 2
ENSG00000165678,0.0003234531759987,GHITM,growth hormone inducible transmembrane protein
ENSG00000171951,0.0003183530631466,SCG2,secretogranin II
ENSG00000103363,0.0003171631944147,ELOB,elongin B
ENSG00000124562,0.0003149546745274,SNRPC,small nuclear ribonucleoprotein polypeptide C
ENSG00000147676,0.0003147531959503,MAL2,"mal, T cell differentiation protein 2"
ENSG00000171199,0.0003115607919275,OPRPN,opiorphin prepropeptide
ENSG00000164692,0.0003069815969072,COL1A2,collagen type I alpha 2 chain
ENSG00000188229,0.0003029146133736,TUBB4B,tubulin beta 4B class IVb
ENSG00000143578,0.0003020599119117,CREB3L4,cAMP responsive element binding protein 3 like 4
ENSG00000197451,0.000301661854981,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B
ENSG00000011465,0.0003009194109569,DCN,decorin
ENSG00000136026,0.0002989940371017,CKAP4,cytoskeleton associated protein 4
ENSG00000164587,0.0002954554327845,RPS14,ribosomal protein S14
ENSG00000089009,0.0002877707089982,RPL6,ribosomal protein L6
ENSG00000101825,0.0002747354920545,MXRA5,matrix remodeling associated 5
ENSG00000167754,0.0002696407381607,KLK5,kallikrein related peptidase 5
ENSG00000092054,0.0002694049908892,MYH7,myosin heavy chain 7
ENSG00000100380,0.0002686963006998,ST13,ST13 Hsp70 interacting protein
ENSG00000130202,0.0002681921858926,NECTIN2,nectin cell adhesion molecule 2
ENSG00000144746,0.0002671533220345,ARL6IP5,ARF like GTPase 6 interacting protein 5
ENSG00000122861,0.0002634789576919,PLAU,"plasminogen activator, urokinase"
ENSG00000075461,0.0002615455431075,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4
ENSG00000013588,0.0002589351315622,GPRC5A,G protein-coupled receptor class C group 5 member A
ENSG00000102172,0.0002544213944033,SMS,spermine synthase
ENSG00000183779,0.0002534883841729,ZNF703,zinc finger protein 703
ENSG00000169245,0.0002530047350151,CXCL10,C-X-C motif chemokine ligand 10
ENSG00000171345,0.0002528041356169,KRT19,keratin 19
ENSG00000135052,0.0002525365546576,GOLM1,golgi membrane protein 1
ENSG00000164442,0.0002520346857355,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
ENSG00000138696,0.0002518115550396,BMPR1B,bone morphogenetic protein receptor type 1B
ENSG00000122406,0.0002517918900861,RPL5,ribosomal protein L5
ENSG00000226084,0.0002493343904122,RPL17P6,ribosomal protein L17 pseudogene 6
ENSG00000189334,0.0002483329663409,S100A14,S100 calcium binding protein A14
ENSG00000102265,0.0002437881076763,TIMP1,TIMP metallopeptidase inhibitor 1
ENSG00000128016,0.0002418921079083,ZFP36,ZFP36 zinc finger CCCH-type
ENSG00000143742,0.0002409450990814,SRP9,signal recognition particle 9
ENSG00000165507,0.0002398846546494,DEPP1,DEPP autophagy regulator 1
ENSG00000124942,0.0002371727008313,AHNAK,AHNAK nucleoprotein
ENSG00000198840,0.0002370737594522,MT-ND3,NADH dehydrogenase subunit 3
ENSG00000091409,0.0002354896976717,ITGA6,integrin subunit alpha 6
ENSG00000019505,0.0002347929383509,SYT13,synaptotagmin 13
ENSG00000111669,0.0002347166183435,TPI1,triosephosphate isomerase 1
ENSG00000134215,0.0002334948221518,VAV3,vav guanine nucleotide exchange factor 3
ENSG00000138071,0.0002319585608497,ACTR2,actin related protein 2
ENSG00000169035,0.0002315420412489,KLK7,kallikrein related peptidase 7
ENSG00000163468,0.0002280618364722,CCT3,chaperonin containing TCP1 subunit 3
ENSG00000130598,0.0002243522194747,TNNI2,"troponin I2, fast skeletal type"
ENSG00000188404,0.0002242479593831,SELL,selectin L
ENSG00000101182,0.000220856443215,PSMA7,proteasome 20S subunit alpha 7
ENSG00000137077,0.0002207434038039,CCL21,C-C motif chemokine ligand 21
ENSG00000136770,0.0002187317927184,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1
ENSG00000067082,0.0002169968138504,KLF6,KLF transcription factor 6
ENSG00000074842,0.0002154960477916,MYDGF,myeloid derived growth factor
ENSG00000158373,0.0002140849948073,H2BC5,H2B clustered histone 5
ENSG00000099622,0.00021358623253,CIRBP,cold inducible RNA binding protein
ENSG00000184840,0.0002131279571821,TMED9,transmembrane p24 trafficking protein 9
ENSG00000162772,0.0002114295773785,ATF3,activating transcription factor 3
ENSG00000157303,0.0002101106860264,SUSD3,sushi domain containing 3
ENSG00000142552,0.0002099826342575,RCN3,reticulocalbin 3
ENSG00000132465,0.0002078792610088,JCHAIN,joining chain of multimeric IgA and IgM
ENSG00000123131,0.0002078318933373,PRDX4,peroxiredoxin 4
ENSG00000092010,0.0002069649325148,PSME1,proteasome activator subunit 1
ENSG00000179820,0.0002057054418931,MYADM,myeloid associated differentiation marker
ENSG00000276168,0.0002022600013692,RN7SL1,RNA component of signal recognition particle 7SL1
ENSG00000122565,0.0001998174443758,CBX3,chromobox 3
ENSG00000172216,0.0001991720018952,CEBPB,CCAAT enhancer binding protein beta
ENSG00000143248,0.0001991670453464,RGS5,regulator of G protein signaling 5
ENSG00000110700,0.0001988338107347,RPS13,ribosomal protein S13
ENSG00000143412,0.000198717214376,ANXA9,annexin A9
ENSG00000196405,0.0001964442777184,EVL,Enah/Vasp-like
ENSG00000063046,0.0001961229786886,EIF4B,eukaryotic translation initiation factor 4B
ENSG00000112118,0.0001955438761202,MCM3,minichromosome maintenance complex component 3
ENSG00000132470,0.0001951612587403,ITGB4,integrin subunit beta 4
ENSG00000214530,0.0001951576945079,STARD10,StAR related lipid transfer domain containing 10
ENSG00000151892,0.0001939440795266,GFRA1,GDNF family receptor alpha 1
ENSG00000175084,0.0001928980313047,DES,desmin
ENSG00000163631,0.0001913861881017,ALB,albumin
ENSG00000146731,0.000187231725326,CCT6A,chaperonin containing TCP1 subunit 6A
ENSG00000008441,0.0001869931045338,NFIX,nuclear factor I X
ENSG00000121966,0.0001858811880255,CXCR4,C-X-C motif chemokine receptor 4
ENSG00000122026,0.0001847649285233,RPL21,ribosomal protein L21
ENSG00000111057,0.0001837337996916,KRT18,keratin 18
ENSG00000114942,0.0001819244781486,EEF1B2,eukaryotic translation elongation factor 1 beta 2
ENSG00000188643,0.0001813331328696,S100A16,S100 calcium binding protein A16
ENSG00000100804,0.0001812938735355,PSMB5,proteasome 20S subunit beta 5
ENSG00000105699,0.0001803703374989,LSR,lipolysis stimulated lipoprotein receptor
ENSG00000223808,0.0001798359500196,,
ENSG00000105048,0.0001791359251024,TNNT1,"troponin T1, slow skeletal type"
ENSG00000149257,0.0001788369271094,SERPINH1,serpin family H member 1
ENSG00000171201,0.0001780810295225,SMR3B,submaxillary gland androgen regulated protein 3B
ENSG00000163359,0.0001780458941326,COL6A3,collagen type VI alpha 3 chain
ENSG00000107485,0.0001776373676606,GATA3,GATA binding protein 3
ENSG00000116299,0.0001774803818673,ELAPOR1,endosome-lysosome associated apoptosis and autophagy regulator 1
ENSG00000196091,0.0001767664413345,MYBPC1,myosin binding protein C1
ENSG00000160710,0.0001749987519129,ADAR,adenosine deaminase RNA specific
ENSG00000153002,0.0001746779272639,CPB1,carboxypeptidase B1
ENSG00000164403,0.0001731518601718,SHROOM1,shroom family member 1
ENSG00000182054,0.0001728753403729,IDH2,isocitrate dehydrogenase (NADP(+)) 2
ENSG00000089693,0.0001722278670347,MLF2,myeloid leukemia factor 2
ENSG00000177666,0.0001718930810972,PNPLA2,"patatin like domain 2, triacylglycerol lipase"
ENSG00000211890,0.0001715563906036,IGHA2,immunoglobulin heavy constant alpha 2 (A2m marker)
ENSG00000170421,0.0001709862981832,KRT8,keratin 8
ENSG00000125995,0.0001699408479409,ROMO1,reactive oxygen species modulator 1
ENSG00000115648,0.0001697577693527,MLPH,melanophilin
ENSG00000122884,0.0001695343365083,P4HA1,prolyl 4-hydroxylase subunit alpha 1
ENSG00000082175,0.000169196057388,PGR,progesterone receptor
ENSG00000272335,0.0001683093847619,,
ENSG00000198755,0.0001679997609552,RPL10A,ribosomal protein L10a
ENSG00000139211,0.0001679750263477,AMIGO2,adhesion molecule with Ig like domain 2
ENSG00000132329,0.0001679606142395,RAMP1,receptor activity modifying protein 1
ENSG00000167531,0.0001664248741266,LALBA,lactalbumin alpha
ENSG00000118705,0.0001656458914722,RPN2,ribophorin II
ENSG00000100985,0.0001647855630545,MMP9,matrix metallopeptidase 9
ENSG00000196228,0.0001645689817544,SULT1C3,sulfotransferase family 1C member 3
ENSG00000128595,0.0001643179168964,CALU,calumenin
ENSG00000108829,0.0001642032716833,LRRC59,leucine rich repeat containing 59
ENSG00000256612,0.0001636139500084,CYP2B7P,"cytochrome P450 family 2 subfamily B member 7, pseudogene"
ENSG00000197858,0.0001621419780621,GPAA1,glycosylphosphatidylinositol anchor attachment 1
ENSG00000169813,0.0001619400444641,HNRNPF,heterogeneous nuclear ribonucleoprotein F
ENSG00000137309,0.0001599131242147,HMGA1,high mobility group AT-hook 1
ENSG00000091986,0.0001590794675678,CCDC80,coiled-coil domain containing 80
ENSG00000117984,0.0001582620920611,CTSD,cathepsin D
ENSG00000125534,0.0001582201843705,PPDPF,pancreatic progenitor cell differentiation and proliferation factor
ENSG00000252621,0.000158142717229,Y_RNA,Y RNA
ENSG00000204542,0.0001579117006243,C6orf15,chromosome 6 open reading frame 15
ENSG00000010278,0.0001557408785004,CD9,CD9 molecule
ENSG00000171346,0.0001555587385641,KRT15,keratin 15
ENSG00000162729,0.0001554706734893,IGSF8,immunoglobulin superfamily member 8
ENSG00000175567,0.0001554638834679,UCP2,uncoupling protein 2
ENSG00000132824,0.0001544717630014,SERINC3,serine incorporator 3
ENSG00000091831,0.0001531095699846,ESR1,estrogen receptor 1
ENSG00000084207,0.000150453827071,GSTP1,glutathione S-transferase pi 1
ENSG00000072778,0.0001504057157356,ACADVL,acyl-CoA dehydrogenase very long chain
ENSG00000171401,0.0001496810214907,KRT13,keratin 13
ENSG00000184292,0.0001488467654095,TACSTD2,tumor associated calcium signal transducer 2
ENSG00000251141,0.0001471677341036,MRPS30-DT,MRPS30 divergent transcript
ENSG00000100292,0.0001450307271708,HMOX1,heme oxygenase 1
ENSG00000152137,0.0001448016838789,HSPB8,heat shock protein family B (small) member 8
ENSG00000115221,0.0001418485328102,ITGB6,integrin subunit beta 6
ENSG00000198650,0.0001416895561562,TAT,tyrosine aminotransferase
ENSG00000159352,0.000140849524286,PSMD4,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
ENSG00000112759,0.0001404732803926,SLC29A1,solute carrier family 29 member 1 (Augustine blood group)
ENSG00000169242,0.0001402739739188,EFNA1,ephrin A1
ENSG00000100906,0.0001400105462182,NFKBIA,NFKB inhibitor alpha
ENSG00000117472,0.0001391810533238,TSPAN1,tetraspanin 1
ENSG00000135374,0.000138702967983,ELF5,E74 like ETS transcription factor 5
ENSG00000085733,0.0001371096759968,CTTN,cortactin
ENSG00000198125,0.0001359104335218,MB,myoglobin
ENSG00000157765,0.0001357728402519,SLC34A2,solute carrier family 34 member 2
ENSG00000058262,0.0001348014576385,SEC61A1,SEC61 translocon subunit alpha 1
ENSG00000149269,0.00013464980493,PAK1,p21 (RAC1) activated kinase 1
ENSG00000137312,0.0001324511709103,FLOT1,flotillin 1
ENSG00000184009,0.0001318702767267,ACTG1,actin gamma 1
ENSG00000214078,0.0001311708841183,CPNE1,copine 1
ENSG00000183255,0.0001307117346822,PTTG1IP,PTTG1 interacting protein
ENSG00000141367,0.0001297407871296,CLTC,clathrin heavy chain
ENSG00000111348,0.0001295959446075,ARHGDIB,Rho GDP dissociation inhibitor beta
ENSG00000173467,0.0001294813977205,AGR3,"anterior gradient 3, protein disulphide isomerase family member"
ENSG00000156804,0.000129461391934,FBXO32,F-box protein 32
ENSG00000174444,0.0001280466092864,RPL4,ribosomal protein L4
